,CENEFA,Longitud,Latitud
17723,282A01,-74.0466,4.719904
17724,283A01,-74.0463,4.722292
17732,241A02,-74.0659,4.750991
17733,303A02,-74.0686,4.748107
17734,305A02,-74.0715,4.746124
17930,312A02,-74.0493,4.73596
17931,085A02,-74.0515,4.735163
17932,219A02,-74.053,4.735419
17933,216A02,-74.056,4.735778
17934,343A02,-74.0584,4.735998
17935,010A02,-74.0598,4.737096
17936,212A02,-74.0607,4.738682
17937,344A02,-74.0637,4.739283
17940,112A02,-74.0647,4.7466089999999985
17941,183A02,-74.0638,4.749349
18763,212A12,-74.0997,4.4879120000000015
18765,171A12,-74.1016,4.487485
18766,169A12,-74.1028,4.488607
18767,375A12,-74.1039,4.488869
18768,166A12,,
18769,173A12,,
18770,181A12,,
18771,183A12,,
18772,177A12,,
18773,052A12,-74.1068,4.4991010000000005
18774,421A12,-74.1061,4.500594
18775,050A12,-74.1043,4.504288
18776,056A12,-74.1058,4.506709
18777,026A12,,
18778,024A12,,
18779,042A12,,
18786,528A12,,
18787,121A12,,
18795,023A12,-74.1121,4.506511
18796,025A12,-74.1093,4.5065089999999985
18797,057A12,-74.1066,4.506493
18798,051A12,-74.1045,4.504297
18799,049A12,-74.1062,4.500934
18801,176A12,-74.1064,4.497439
18802,182A12,-74.1041,4.497033
18803,180A12,-74.1038,4.4946660000000005
18804,172A12,-74.1045,4.4923199999999985
18805,165A12,-74.1044,4.490175
18806,430A12,-74.1039,4.488653
18807,168A12,-74.1025,4.488608
25419,350A02,-74.0733,4.759625
25421,017A02,-74.068,4.761849
25422,015A02,-74.0665,4.760789
25423,001A02,-74.0663,4.7598660000000015
25424,162A02,-74.066,4.756574
25425,243A02,,
25426,238A02,,
25428,288A02,-74.0628,4.750245
25429,246A02,-74.0605,4.751778
25430,163B02,,
25431,167B02,,
25432,098B02,,
25433,028A01,-74.044,4.750562
25434,220A01,-74.0419,4.750033
25435,223A01,-74.0388,4.749262
25436,026A01,-74.0348,4.748519
25437,224A01,-74.0325,4.748143
25438,128A01,-74.0318,4.747215
25439,127A01,-74.0319,4.743688
25440,124A01,-74.032,4.740059
25441,571A01,-74.032,4.738766
25442,006A01,-74.0322,4.734556
25443,008A01,-74.0323,4.730359
25444,208A01,-74.0324,4.727313
25445,010A01,-74.0324,4.723573
25446,206A01,-74.0325,4.7220309999999985
25447,051A01,-74.0325,4.720443
25448,052A01,-74.0326,4.718203
25455,621A01,-74.0344,4.700658
25456,622A01,-74.0356,4.698162
25457,623A01,-74.0375,4.694325
25458,666A01,-74.0385,4.692408
25459,665A01,-74.0413,4.68701
25460,664A01,-74.0424,4.684777
25472,320A00,-74.0579,4.656442
25473,049A00,-74.0547,4.6559370000000015
25474,368A00,-74.0538,4.657249
25475,366A00,-74.0523,4.65912
25477,040A00,-74.046,4.666544
25481,662A01,-74.0418,4.685536
25491,084A01,-74.0324,4.713792
25492,204A01,-74.0324,4.715942
25493,053A01,-74.0323,4.718414
25494,205A01,-74.0322,4.720146
25495,114A01,-74.0321,4.723512
25496,207A01,-74.0321,4.724436
25497,115A01,-74.0321,4.727102
25498,009A01,-74.032,4.730518
25499,007A01,-74.0318,4.7347480000000015
25500,573A01,-74.0317,4.73752
25501,125A01,-74.0317,4.741325
25502,126A01,-74.0316,4.744002
25503,129A01,-74.0315,4.747351
25504,025A01,-74.0324,4.748458
25505,646A01,-74.03699999999998,4.749201
25506,222A01,-74.039,4.749665
25507,221A01,-74.0407,4.750076
25508,027A01,-74.0435,4.750764
25509,105A02,-74.051,4.752843
25510,164A02,-74.0542,4.753476999999998
25511,011A02,-74.0569,4.754028
25512,245A02,-74.0603,4.7524440000000014
25514,159A02,-74.065,4.752057
25515,161A02,-74.0655,4.756183
25516,002A02,-74.066,4.759618
25517,016A02,-74.0693,4.762873
25536,319A01,-74.0299,4.747738
25539,176A01,-74.0306,4.702896
27621,586A03,-74.0953,4.747902
27623,190A03,-74.0943,4.749925
27624,105A03,-74.0936,4.751175
27625,013A03,-74.0927,4.752891
27626,019A03,-74.0897,4.753343
27627,426A03,-74.0878,4.752388
27628,108A03,-74.086,4.751462
27629,429A03,-74.0858,4.750508
27630,395A03,-74.0865,4.748903
27631,482A03,-74.0848,4.747753
27632,038A03,-74.0832,4.749007
27633,036A03,-74.0809,4.753438
27634,034A03,-74.0802,4.7546300000000015
27635,032A03,-74.0792,4.756803
27639,014A02,-74.0617,4.757157
27640,012A02,-74.059,4.754955000000002
27641,163A02,-74.0564,4.753453
27642,167A02,-74.0536,4.7529629999999985
27644,144A01,-74.0455,4.754564
27649,029A02,-74.0583,4.754884
27650,013A02,-74.0613,4.757331
27651,165A02,-74.064,4.759348
27652,366A02,,
27654,031A03,-74.0793,4.756913
27655,033A03,-74.0804,4.754521
27656,035A03,-74.0814,4.752583
27657,037A03,-74.0827,4.750214
27658,039A03,-74.0842,4.747046
27659,643A03,,
27660,644A03,,
27661,645A03,,
27663,547A03,-74.0949,4.745712
31909,160A02,-74.0654,4.752008
31911,310A02,-74.0628,4.738915
31912,213A02,-74.0606,4.738512999999998
31913,300A02,-74.0595,4.739102
31914,298A02,-74.0586,4.741453
31916,224A02,-74.0569,4.7467169999999985
31917,248A02,-74.0564,4.749014
31921,420A01,-74.044,4.7496540000000005
31922,370A01,-74.0446,4.746239
31923,369A01,-74.0455,4.7422879999999985
31924,077A01,-74.0433,4.740739
31925,073A01,-74.0403,4.740022
31926,079A01,-74.0361,4.739179
31927,080A01,-74.0324,4.738208
31928,071A01,-74.0302,4.737674
31929,074A01,-74.0275,4.736966000000002
31930,081A01,-74.0252,4.736378
31931,233A01,-74.0244,4.734546
31932,235A01,-74.0241,4.732402
31933,045A01,-74.0245,4.728308
31934,070A01,-74.0252,4.725077
31935,238A01,-74.0262,4.723198
31936,240A01,-74.0277,4.719085
31937,264A01,-74.0288,4.715466
31938,244A01,-74.0293,4.713385
31940,247A01,-74.0287,4.708783
31942,251A01,-74.0288,4.703585
31943,174A01,-74.0288,4.700458
31944,173A01,-74.0304,4.698194
31945,123A01,-74.0317,4.6966160000000015
31946,170A01,-74.0328,4.694858999999999
31947,168A01,-74.0339,4.691941
31948,167A01,-74.035,4.688953
31949,157A01,-74.0354,4.686273
31950,165A01,-74.0363,4.684125
31951,164A01,-74.0372,4.681921
31952,162A01,-74.0395,4.680833
31954,160A01,-74.0441,4.683239
31955,001A01,-74.0459,4.68409
31956,622A00,-74.0508,4.683565
31957,290A00,-74.0569,4.680145
31958,123A00,-74.061,4.6779480000000015
31959,770A00,-74.0651,4.675527
31960,080A04,-74.0709,4.67101
31961,079A04,-74.0737,4.667695
31962,431A04,-74.0755,4.665613
31963,454A05,-74.0774,4.661105
31964,103A05,-74.078,4.658333
31965,455A05,-74.0783,4.655105000000002
31966,112A05,-74.0786,4.652113
31967,456A05,-74.0788,4.649219
31968,102A05,-74.0791,4.6448550000000015
31969,114A05,-74.0793,4.642035
31970,113A05,-74.0795,4.638439
31971,101A05,-74.0797,4.634799
31972,076A05,-74.0802,4.629848
31973,401A06,-74.0827,4.6256059999999986
31974,089A07,-74.0836,4.624573000000002
31975,090A07,-74.0852,4.622455
31976,069A07,-74.0891,4.617776
31977,258A00,-74.0868,4.6167669999999985
31978,890A00,,
31979,245D00,-74.0685,4.603457
31980,244B00,-74.0719,4.605691
31981,249B00,-74.0746,4.6075870000000005
31982,251B00,-74.0773,4.609595
31983,254B00,-74.0794,4.6110440000000015
31984,891A00,,
31985,007B00,-74.0822,4.613305
31986,256B00,-74.0848,4.615586
31987,067B00,-74.0861,4.616622
31988,209A00,-74.085,4.622077
31989,175A00,-74.0831,4.624177
31990,694A00,-74.0821,4.625379
31991,695A00,-74.0799,4.629119
31992,125A00,-74.0795,4.631551
31993,176A00,-74.0791,4.6358440000000005
31994,210A00,-74.0789,4.638478
31995,776A00,-74.0787,4.641438
31996,208A00,-74.0786,4.643664
31997,775A00,-74.0783,4.648053
31998,181A00,-74.0779,4.651552
31999,774A00,-74.0777,4.654618
32000,177A00,-74.0773,4.657731
32001,773A00,-74.0765,4.660684
32002,772A00,-74.0753,4.664917
32003,178A00,-74.0733,4.667393
32004,179A00,-74.0705,4.670601
32005,771A00,-74.0646,4.675232
32006,124A00,-74.0589,4.678342
32007,289A00,-74.0553,4.680493
32008,291A00,-74.0536,4.681483999999998
32009,799A00,-74.0506,4.68325
32032,272A01,-74.0308,4.740328
32033,273A01,-74.0336,4.741041
32034,601A01,-74.0363,4.741753
32035,103A01,-74.0385,4.742393
32036,104A01,-74.0425,4.74332
32037,380A01,-74.0436,4.7445309999999985
32038,378A01,-74.0438,4.745255
32039,384A01,-74.0433,4.74791
32040,422A01,-74.0431,4.749347
32043,247A02,-74.0565,4.749112
32044,223A02,-74.0569,4.746925
32045,221A02,-74.0569,4.74406
32046,299A02,-74.058,4.741433
32047,347A02,-74.0595,4.740654
36007,367A02,,
36009,271A02,-74.0478,4.800202
36010,270A02,-74.0482,4.800081
36011,266A02,-74.0435,4.799021
36012,372A02,,
36013,166A02,-74.0392,4.796894
36014,099A02,-74.0401,4.791159
36015,103A02,-74.0414,4.78371
36016,101A02,-74.0426,4.776809
36017,102B02,,
36018,338B02,,
36019,089B02,,
36020,088A02,-74.0459,4.757825
36021,087A02,-74.0463,4.755493
36069,132C06,-74.1049,4.651928
36078,020A06,-74.1304,4.653608
36079,019A06,-74.1344,4.657896
36080,342B07,-74.1382,4.657228
36081,129B07,-74.142,4.654103
36082,349B07,-74.1438,4.6523970000000014
36083,127B07,-74.1463,4.650047
36084,125B07,-74.1491,4.647311
36085,122B07,-74.154,4.642816000000002
36086,636B08,-74.1575,4.6396370000000005
36087,030B08,-74.1592,4.638209
36088,210B08,-74.1609,4.6366580000000015
36089,029B08,-74.1623,4.635292
36092,063A08,,
36093,436A08,-74.1656,4.641671
36094,416A08,-74.1673,4.643801
36095,413A08,-74.1687,4.645122
36096,308A08,-74.1686,4.646393
36097,422A08,-74.1682,4.648605
36098,421A08,-74.1697,4.650281
36099,603A08,-74.1711,4.651602
36101,303A08,-74.1697,4.649941
36102,529A08,-74.1685,4.6487050000000005
36103,420A08,-74.1689,4.646335
36104,412A08,-74.1688,4.6451080000000005
36105,411A08,-74.1672,4.643538
36106,435A08,-74.1662,4.64221
36107,061A08,-74.1661,4.640448
36110,028B08,-74.1623,4.634893
36111,160B08,-74.1587,4.638244
36112,356B07,-74.1546,4.641967
36113,123B07,-74.1521,4.64418
36114,124B07,-74.1486,4.647394
36115,040A07,-74.1465,4.649534
36116,126B07,-74.1437,4.652205
36117,364A07,-74.1409,4.654703
36118,343B07,-74.1384,4.656754
36119,057A07,-74.1349,4.658042
36120,019A07,-74.1306,4.653386
36121,355A07,-74.1284,4.651114
36150,213B00,-74.0503,4.685388
36184,145A01,-74.0452,4.756444
36185,146A01,-74.0438,4.764239
36186,274A01,-74.0426,4.771816
36187,275A01,-74.0418,4.777311
36188,276A01,-74.0407,4.783601999999999
36189,569A01,-74.0376,4.8018730000000005
36190,331A01,-74.0368,4.806474
36191,178A02,-74.0371,4.809839
36192,104A02,-74.0377,4.806506
36193,346A02,-74.0385,4.801385
36194,166B02,-74.0391,4.79766
36195,371A02,,
36196,267A02,-74.0439,4.7993260000000015
38252,052A08,-74.1555,4.638358
38253,051A08,-74.1527,4.63432
38262,056A07,-74.1259,4.64932
38263,194A06,-74.1245,4.651082
38264,136A06,-74.1218,4.654177
38265,134A06,-74.1175,4.659294
38266,008A06,-74.1154,4.661664
38267,031A05,-74.1112,4.666457
38268,130A05,-74.1072,4.670585
38269,027A05,-74.1032,4.675477
38270,128A05,-74.1013,4.678124
38271,131A05,-74.0988,4.6813980000000015
38272,033A05,-74.0966,4.684471
38273,126A05,-74.0949,4.686945
38274,002A04,-74.0926,4.690326
38275,062A04,-74.0905,4.694164
38276,211A03,-74.0865,4.695947
38277,084A03,-74.0821,4.697874
38278,201A03,-74.0809,4.702337
38279,014A03,-74.0817,4.705756
38280,004A03,-74.0803,4.709207
38281,188A03,-74.0781,4.7099410000000015
38282,186A03,-74.0756,4.710323000000002
38283,184A03,-74.0733,4.7106650000000005
38284,077A02,-74.0709,4.710957
38294,019A02,-74.0674,4.724702
38295,020A02,-74.0702,4.7258010000000015
38296,107A02,-74.0688,4.728945
38310,098A02,-74.0501,4.752178
38335,089A02,-74.0447,4.76441
38338,105B02,,
38339,164B02,,
38348,051A02,-74.0652,4.743825
38349,111A02,-74.0657,4.740507
38350,331A02,-74.0663,4.737446
38351,004A02,-74.0671,4.734139
38352,108A02,-74.0692,4.729069
38353,171A02,-74.0696,4.7253690000000015
38354,114A02,-74.0674,4.724519
38361,183A03,-74.0735,4.710927
38362,185A03,-74.0765,4.710477
38363,187A03,-74.079,4.710089
38379,007B06,-74.1156,4.6622010000000005
38380,133B06,-74.118,4.659415
38381,196B06,-74.1217,4.655172
38382,135B06,-74.1252,4.651253
38383,055B07,-74.1285,4.648048
38384,344B07,-74.1312,4.645924
38385,093B07,-74.1328,4.644177
38386,107B07,-74.1354,4.6404760000000005
38387,068B07,-74.1366,4.637967
38388,054A07,-74.1379,4.637107
38389,048A07,-74.1393,4.637521
38393,045A07,-74.1525,4.635192
38927,338A02,-74.0437,4.770067
38945,022A02,-74.0709,4.726614
38946,005A02,-74.0732,4.723893
38947,198A03,-74.0755,4.718587
38948,015A03,-74.0765,4.715361
38949,166A03,-74.0791,4.711567
38974,102B07,-74.1377,4.63282
38975,581B08,-74.1382,4.627629
38976,157B08,-74.1386,4.624065
38977,185B08,-74.1425,4.619374
38978,184B08,-74.1454,4.618875
38979,183B08,-74.1491,4.617889
38980,182B08,-74.1534,4.617108
38981,181B08,-74.1564,4.616575
38982,638B08,-74.1589,4.616144
38983,180B08,-74.1615,4.615655
38984,169B08,-74.165,4.614506
38985,161B08,-74.1695,4.613861
38986,313A08,-74.1718,4.614743
39002,277B09,,
39003,275B09,,
39030,332A08,-74.1768,4.623802
39031,350A08,-74.1744,4.62639
39032,351A08,-74.1727,4.626299
39033,239A08,-74.1727,4.6222900000000005
39034,633A08,,
39035,307A08,-74.1754,4.616859
39036,306A08,-74.176,4.615883
39037,337A09,-74.1749,4.6146970000000005
39038,027B09,-74.1741,4.613804
39039,029B09,-74.1706,4.613398
39040,026B09,-74.1666,4.6139730000000005
39041,107B09,-74.1637,4.61462
39042,621B09,-74.1614,4.615384
39043,108B09,-74.1592,4.6158199999999985
39044,106B09,-74.1561,4.616355
39045,103B09,-74.1537,4.616795
39046,105B09,-74.1506,4.617307
39047,627B09,-74.1466,4.618244
39048,104B09,-74.1437,4.6190419999999985
39049,014A09,-74.1389,4.619681
39050,205A08,-74.138,4.625225
39051,580A08,-74.1376,4.62926
39052,103A07,-74.1372,4.6333410000000015
39053,104A07,-74.1367,4.636476999999998
39054,105A07,-74.1357,4.638848
39076,002A03,-74.0789,4.711233999999998
39077,016A03,-74.0768,4.714559
39078,199A03,-74.0753,4.718346
39079,106A02,-74.0731,4.723382
39080,021A02,-74.0718,4.724971
39095,144B01,-74.0456,4.754016
39378,070A07,-74.0948,4.6108410000000015
39379,352A07,-74.0963,4.609046
39380,071A07,-74.0996,4.604748000000002
39381,586A08,-74.1019,4.602607
39382,110A08,-74.1036,4.601178
39383,587B08,-74.1063,4.5991849999999985
39384,038A10,-74.1103,4.596156
39385,025A10,-74.1119,4.595014
39386,371A10,-74.1137,4.593727
39387,022A10,-74.1173,4.591114
39388,319A10,-74.1203,4.589435
39389,322A10,-74.1232,4.585915
39390,289A10,-74.1241,4.583461
39391,354A10,-74.1246,4.581999
39392,020A10,-74.1271,4.578978
39393,419A11,-74.1286,4.578487
39394,122A11,-74.1301,4.5770940000000016
39395,025A11,-74.1341,4.575424
39396,027A11,-74.1376,4.574043
39397,418B11,-74.1394,4.571696
39398,003B11,-74.1391,4.562312
39399,004B11,-74.1392,4.558913
39400,007B11,-74.138,4.555548
39401,331A11,-74.1385,4.5545480000000005
39402,327A11,-74.1406,4.5537730000000005
39403,302A11,-74.1428,4.552938
39404,590A11,,
39405,277A11,-74.1449,4.551936
39406,271A11,-74.1474,4.550145
39407,268A11,-74.1479,4.5478510000000005
39408,265A11,-74.1493,4.5469300000000015
39409,149A11,-74.15100000000002,4.545183
39410,594A11,,
39411,148A11,-74.1529,4.545848
39412,595A11,,
39413,146A11,-74.1546,4.547871
39414,141A11,-74.1559,4.545767
39415,576A11,-74.1555,4.543975
39416,135A11,-74.1557,4.541705
39417,133A11,-74.1557,4.53906
39418,134A11,-74.1556,4.539189
39420,136A11,-74.1556,4.541982
39421,575A11,-74.1553,4.54369
39422,142A11,-74.1559,4.545952
39423,145A11,-74.1548,4.547978
39424,147A11,-74.1536,4.54615
39425,573A11,-74.1521,4.545694
39426,150A11,-74.1511,4.5451
39427,264A11,-74.1491,4.5468480000000016
39428,269A11,-74.1478,4.54777
39429,272A11,-74.1474,4.550087
39430,276A11,-74.1452,4.55141
39431,591A11,,
39432,301A11,-74.1426,4.552832
39433,328A11,-74.1407,4.5537160000000005
39434,330A11,-74.139,4.554281
39436,006A11,-74.1374,4.55504
39437,005A11,-74.1387,4.5589010000000005
39438,002A11,-74.1385,4.5627830000000005
39439,119A11,-74.139,4.571913
39440,028A11,-74.1374,4.57388
39441,026A11,-74.1335,4.575446
39442,121A11,-74.13,4.5769199999999985
39444,024A11,-74.1241,4.579646
39445,023A11,-74.1214,4.5805940000000005
39446,022A11,-74.1196,4.581231
39447,165A10,,
39448,164A10,-74.1199,4.583507
39449,403A10,,
39450,070A10,-74.1204,4.587986
39451,023A10,-74.117,4.591081
39452,024A10,-74.1133,4.59376
39453,039A10,-74.1103,4.595839
39454,346A00,-74.1064,4.598573
39455,128A00,-74.1039,4.600393
39456,692A00,-74.1015,4.602278
39457,127A00,-74.0994,4.6044160000000005
39458,180A00,-74.095,4.609908
39459,693A00,-74.0934,4.611875
39460,126A00,-74.0885,4.617761
60033,421A06,-74.0808,4.626435
60034,791A00,-74.0772,4.621452
60035,792A00,-74.0762,4.619898
60036,793A00,-74.0742,4.61709
60037,664A00,-74.0672,4.605107
60857,043A10,-74.1566,4.596106
60858,379A10,-74.1543,4.596198
60859,044A10,-74.1488,4.595095
60860,380A10,-74.145,4.595062
60861,045A10,-74.1414,4.595342
60862,046A10,-74.1347,4.594133
60863,252A01,-74.0285,4.703404
60864,250A01,-74.0283,4.705929
60865,248A01,-74.0284,4.709548000000002
60866,246A01,-74.0288,4.711165
60867,047A01,-74.0289,4.71382
60868,243A01,-74.0286,4.715808999999999
60869,241A01,-74.0269,4.720136
60870,239A01,-74.02600000000002,4.721992
60871,237A01,-74.025,4.7247309999999985
60872,660A01,-74.0246,4.726797
60873,236A01,-74.024,4.728985
60874,234A01,-74.0238,4.7324199999999985
60875,046A01,-74.0241,4.73498
60915,351A07,-74.094,4.6128540000000005
60918,060A09,-74.13,4.593815
60919,059A09,-74.1343,4.594483
60920,058A09,-74.1417,4.59581
60921,617A09,-74.1441,4.595551
60922,057A09,-74.1483,4.595374
60923,616A09,-74.153,4.596289
60924,056A09,-74.156,4.596552
70184,352A02,-74.0541,4.732741000000001
70185,354A02,-74.0571,4.734217
70186,356A02,-74.0597,4.7345190000000015
70187,217A02,-74.0603,4.736197
70189,209A02,-74.0647,4.738251999999999
70193,357A02,-74.06,4.735049
70194,355A02,-74.0574,4.734107
70195,353A02,-74.0544,4.732681
70904,601A08,-74.1718,4.6519010000000005
70906,407A08,-74.1728,4.650483
70907,510A08,-74.1717,4.64961
70908,418A08,-74.1702,4.648118
70910,453A08,-74.1662,4.645473
70911,452A08,-74.1663,4.643484
70914,431A08,-74.166,4.638067
70915,394A08,-74.1656,4.636382
70916,423A08,-74.1646,4.635053
70917,027A08,-74.1657,4.632402
70918,025A08,-74.1689,4.629692
70923,037A08,-74.1632,4.6161010000000005
70924,621A09,-74.161,4.615495
70925,108A09,-74.1584,4.6159550000000005
70926,106A09,-74.1567,4.616264
70927,103A09,-74.1533,4.616876
70928,105A09,-74.1497,4.6174800000000005
70929,627A09,-74.1463,4.618338
70930,104A09,-74.1428,4.619112
70931,099D09,-74.1373,4.616058
70932,098D09,-74.1328,4.611455
70939,302A10,-74.1381,4.593637
70940,032A10,-74.1384,4.591867
70941,048A10,-74.138,4.588184
70942,034A10,-74.1366,4.58542
70943,007A10,-74.1346,4.585156
70944,006A10,-74.1305,4.5858360000000005
70945,057A10,-74.1279,4.585017
70946,059A10,-74.1267,4.582214
70947,061A10,-74.126,4.580436
70960,356A11,-74.1302,4.562459
70961,524A11,-74.1306,4.563219
70966,074B11,-74.1289,4.571729
70967,572B11,-74.128,4.573926
70968,075B11,-74.1288,4.576702
70972,005A10,-74.131,4.58596
70973,091A10,-74.1348,4.585343
70974,035B10,-74.1361,4.585518
70975,049B10,-74.137,4.587312
70976,033B10,-74.1385,4.590806
70977,031B10,-74.1379,4.593529
70978,110A09,,
70983,467A08,-74.127,4.609845
70984,471A08,-74.1236,4.609078
70985,469A08,-74.1246,4.606917
70986,208B08,-74.1265,4.606986
70987,209D08,-74.1319,4.611259
70988,159D08,-74.1364,4.615516
70996,036A08,-74.1637,4.617364
70997,035A08,-74.1648,4.619301
70998,599A08,-74.1668,4.622733
70999,034A08,-74.1679,4.624295
71000,032A08,-74.1697,4.627091
71001,024B08,-74.1691,4.62921
71002,026B08,-74.1664,4.631433
71003,112B08,-74.1636,4.633871
71004,067A08,-74.1625,4.634448
71006,433A08,-74.1639,4.639105000000002
71007,456A08,-74.1645,4.643584
71008,454A08,-74.166,4.645469
71010,419A08,-74.1696,4.648198000000002
71011,511A08,-74.1712,4.649424
71582,386A08,-74.1718,4.637186
71583,360A08,-74.1704,4.634665
71584,335A08,-74.1683,4.630927
71585,025B08,,
71589,178A08,-74.165,4.621362
71590,007A08,-74.16199999999998,4.623118
71591,005A08,-74.1594,4.625984
71592,426A08,-74.1574,4.625351
71595,561A08,-74.1527,4.623408
71596,124A08,-74.1515,4.622262
71597,203A08,-74.1504,4.62241
71598,201B08,,
71600,123B08,,
71601,584B08,-74.1439,4.621741
71603,099B09,-74.1367,4.615432
71604,098B09,-74.1317,4.610807
71605,096B09,-74.1271,4.607204
71606,568A09,-74.128,4.606938
71608,472A08,-74.1236,4.6111830000000005
71609,527A08,-74.1208,4.61224
71610,477A08,,
71611,012A08,-74.1169,4.610195
71612,010A08,-74.115,4.613887
71613,049A08,-74.1123,4.613005
71614,552A08,-74.1101,4.610893
71615,040A08,-74.1064,4.607345
71616,039A08,-74.1039,4.60541
71617,038A08,-74.1018,4.604015
71618,031A00,-74.0981,4.601562
71619,156A00,-74.095,4.598934
71620,155B00,-74.0938,4.6016010000000005
71621,803A00,-74.0922,4.604133
71622,200A00,-74.0906,4.60657
71623,154A00,-74.0884,4.609638
71624,172A00,-74.0865,4.612685
71625,255A00,-74.0828,4.613494
71627,253A00,-74.0794,4.610739
71628,241A00,-74.0749,4.607494
71629,243A00,-74.0726,4.605835
71630,247A00,-74.0695,4.603728
71631,245C00,-74.0692,4.603955
71632,244A00,-74.0726,4.60615
71633,249A00,-74.0748,4.607785
71634,251A00,-74.078,4.610076
71635,254A00,-74.0798,4.61136
71637,007A00,-74.0826,4.613652
71638,256A00,-74.0853,4.615906
71639,067A00,-74.0862,4.616729
71644,032A07,-74.1028,4.604883999999998
71645,033A07,-74.1064,4.607579
71646,034A07,-74.1084,4.609322
71647,551A08,-74.1102,4.611349
71648,039A07,-74.1122,4.613328
71649,009A08,-74.1152,4.614027
71650,011A08,-74.1166,4.611278
71651,478A08,,
71652,476A08,,
71661,119B08,-74.1471,4.624921
71662,107A08,-74.1501,4.622961
71663,202A08,-74.1507,4.62226
71664,125A08,-74.1524,4.623272
71666,186A08,-74.1575,4.625642
71667,006A08,-74.1593,4.626379
71668,008A08,-74.1625,4.623001
71669,179A08,-74.1651,4.6215519999999986
71673,211A08,-74.1708,4.628984
71674,213A08,-74.1725,4.63217
71675,356A08,-74.1706,4.63461
71676,387A08,-74.1718,4.637471
71721,041A08,-74.109,4.609624
71756,513A08,,
72317,305A08,-74.1903,4.624395
73875,545A08,-74.1934,4.638881
73876,642A08,-74.1924,4.637436
73877,353A08,-74.1915,4.635756
73878,282A08,-74.1902,4.633564
73879,646A08,,
73880,084A08,-74.1923,4.629866000000002
73883,304A09,-74.1901,4.624121
73884,157A09,-74.1893,4.623229
73885,285A09,-74.1895,4.622907
73886,067A09,-74.1893,4.620009
73887,546A09,-74.1884,4.617043
73888,066A09,-74.1872,4.61534
73889,043A09,-74.1866,4.612008
73890,053A09,-74.1862,4.609811
73891,076A09,-74.1855,4.608788
73892,052A09,-74.1846,4.607053
73893,049A09,-74.1832,4.603998000000002
73894,039A09,-74.1824,4.602153
73895,047B09,,
73896,063A10,-74.1766,4.59667
73897,291A10,-74.1719,4.596
73898,062A10,-74.1683,4.5955910000000015
73904,050A13,-74.0863,4.550992
73910,042A10,-74.1666,4.595536
73911,055A09,-74.1651,4.596031
73912,075A09,-74.1727,4.596632
73913,046A09,-74.1793,4.597896
73914,048A09,-74.1808,4.6010230000000005
73915,040A09,-74.1812,4.602407
73916,050A09,-74.1823,4.605182
73917,041A09,-74.1829,4.606353
73918,051A09,-74.1838,4.607843
73919,042A09,-74.185,4.609761
73920,044A09,-74.1867,4.6126190000000005
73921,065A09,-74.1877,4.616235
73922,547A09,-74.1883,4.617205
73923,216A08,-74.1894,4.623455
73927,083A08,-74.1895,4.630942
73928,630A08,-74.1893,4.632201
73929,281A08,-74.1906,4.634568
73930,294A08,-74.1914,4.635822
73931,641A08,-74.1924,4.637658
73932,521A08,-74.1934,4.6393559999999985
73933,291A08,-74.1949,4.641789
73968,455A08,-74.1644,4.6432970000000005
73969,459A08,-74.1612,4.6424650000000005
73970,449A08,-74.1596,4.640702
73971,656A08,,
73973,657A08,,
73974,654A08,,
73982,576A08,-74.194,4.6426110000000005
73983,577A08,-74.193,4.641445
73984,574A08,-74.1908,4.642059
73985,088A08,-74.1857,4.638855
73986,086A08,-74.1839,4.639855000000002
73987,362A08,-74.1817,4.638247
73988,541A08,-74.1777,4.629881
73989,544A08,-74.1805,4.635797
73990,363A08,-74.1815,4.63801
73991,085A08,-74.184,4.639896
73992,087A08,-74.1864,4.638732
73993,573A08,-74.1917,4.641788
73994,575A08,-74.1939,4.640663
74409,345A08,-74.1704,4.622991000000002
74410,342A08,-74.1688,4.6208800000000005
74411,167A08,-74.1673,4.620133999999998
74421,204A08,-74.1489,4.6240760000000005
74423,091A08,-74.1469,4.626117
74424,489A08,-74.1465,4.628119
74425,487A08,-74.1477,4.629292
74436,423A06,-74.1153,4.660582
74437,169A06,-74.1136,4.6575370000000005
74438,195A06,-74.1128,4.65627
74439,187A06,-74.1102,4.6527129999999985
74440,416A06,-74.108,4.651054
74441,041A06,-74.1049,4.647342
74442,040A06,-74.1034,4.645502
74443,384A06,-74.1012,4.642652
74444,039A06,-74.0984,4.6386650000000005
74445,390A06,-74.0968,4.636430000000002
74446,038A06,-74.0954,4.6344699999999985
74447,037A06,-74.0942,4.632807
74448,034A06,-74.0932,4.631316
74449,139A06,-74.0915,4.628687
74450,186A06,-74.0894,4.629074
74451,122A06,-74.0869,4.6278690000000005
74452,123A06,-74.0835,4.629526
74453,086A05,-74.0813,4.630992
74455,273A00,-74.0781,4.634182
74456,077A00,-74.0746,4.633702
74457,085A00,-74.0723,4.633294
74458,076A00,-74.0695,4.632761
74459,083A00,-74.0683,4.632542
74460,278A00,-74.0668,4.632263
74461,075A00,-74.0653,4.631692
74462,381A00,-74.0637,4.633212
74463,380A00,-74.0636,4.635475
74464,377A00,-74.0629,4.6390410000000015
74465,387A00,-74.062,4.642253
74466,374A00,-74.0616,4.643882
74467,825A00,-74.0607,4.645958
74468,373A00,-74.0595,4.64824
