cenefa,count,lat,lon,cluster
091A00,21,4.62420078278,-74.0766688356,0.0
183B08,21,4.61789732335,-74.1491505398,0.0
172A01,21,4.69827251129,-74.029643184,4.0
061A09,21,4.60479377535,-74.1250216048,0.0
023A07,21,4.62996895024,-74.1103175018,4.0
222A05,21,4.71438295212,-74.1411098346,0.0
393A06,21,4.6256968593,-74.0874254674,0.0
277A09,21,4.62909061689,-74.1958106676,0.0
114B09,21,4.60558328297,-74.1314321686,4.0
368A00,21,4.65725495039,-74.053845669,4.0
075A11,21,4.5774669102,-74.1290594468,4.0
184B08,21,4.61887646382,-74.1454825552,0.0
380A00,21,4.63544675864,-74.0637011406,4.0
244A00,21,4.60614028755,-74.0726193593,0.0
085A12,21,4.57710411494,-74.0961003356,0.0
169A01,21,4.69429976639,-74.0328132135,4.0
002A13,21,4.57060944848,-74.0888491688,0.0
210A05,21,4.66174311778,-74.0972545025,0.0
238A01,21,4.72310137523,-74.0262197279,4.0
227A00,21,4.65600074692,-74.0596587869,4.0
236A01,21,4.72883163829,-74.0240254086,4.0
105B09,20,4.61729484187,-74.1506868964,0.0
138A02,20,4.70830928548,-74.0631460027,4.0
627B09,20,4.61827458615,-74.1465134389,0.0
211A03,20,4.69603061869,-74.0864913358,4.0
251A08,20,4.62911945035,-74.1924418347,0.0
088A00,20,4.62445628326,-74.077584836,0.0
044A01,20,4.74361155519,-74.0224339723,4.0
014A03,20,4.70523795185,-74.0815821688,4.0
621B09,20,4.61538469857,-74.1614959447,0.0
160A01,20,4.68312628422,-74.0438516692,4.0
194A06,20,4.65103483685,-74.1245810394,4.0
172A08,20,4.61490661652,-74.1740213346,0.0
225A00,20,4.65962140831,-74.0571417635,4.0
229A00,20,4.65303545017,-74.0613826697,4.0
113A01,20,4.68328060323,-74.036281087,4.0
101A00,20,4.65072821905,-74.0674878518,4.0
572A11,20,4.57427416959,-74.1282207791,4.0
228A00,20,4.65432278392,-74.0607538358,4.0
001A13,20,4.57118081056,-74.0894748046,0.0
106A07,20,4.64425295056,-74.1318970019,4.0
243A00,20,4.60571099683,-74.0726521449,0.0
234A01,20,4.73278395224,-74.0238633362,4.0
250A08,20,4.62761744953,-74.1920656678,0.0
251A00,20,4.61015241218,-74.0781663757,0.0
123A07,20,4.64446995028,-74.1519333351,0.0
093B07,20,4.64417737103,-74.1328593193,4.0
206A05,20,4.70246483893,-74.1346561997,0.0
349A00,20,4.62345011643,-74.0718316692,0.0
180A01,20,4.70460611868,-74.0376220032,4.0
103A13,20,4.57202227445,-74.0907639487,0.0
374A11,20,4.57898678218,-74.1297628352,2.0
025A08,20,4.62970511995,-74.1688990625,0.0
125A07,20,4.6471067581,-74.1492608045,4.0
049A00,20,4.65549160973,-74.0550332697,4.0
144A02,20,4.70755217043,-74.0601409892,4.0
008A06,20,4.66176295069,-74.1154046683,4.0
104C09,20,4.61889256021,-74.1442956112,4.0
235A00,20,4.63050453166,-74.0667901624,0.0
070A01,20,4.72501345219,-74.0252843361,4.0
235A01,20,4.73251978555,-74.0241201697,4.0
374A00,20,4.64388239296,-74.0616106671,4.0
024A06,20,4.63223428332,-74.1117761686,0.0
168A08,20,4.61357394976,-74.171498668,0.0
124A08,20,4.62225728285,-74.1514460014,0.0
181B08,19,4.6165758284,-74.1564717465,0.0
180B08,19,4.61566790716,-74.1615198676,0.0
177A01,19,4.7024694968,-74.0305647637,4.0
174B03,19,4.68847999984,-74.0737,4.0
173B03,19,4.68977999927,-74.0674,4.0
193A00,19,4.65382561722,-74.0669503356,4.0
331B07,19,4.64626999925,-74.1299000001,4.0
004A03,19,4.7092229516,-74.080272669,4.0
123A05,19,4.67235495064,-74.0891663357,0.0
638B08,19,4.61615669744,-74.1589084965,0.0
105A13,19,4.56939078143,-74.0867908356,0.0
033A05,19,4.68453245122,-74.096670502,4.0
133A08,19,4.61669861617,-74.166866668,4.0
007A00,19,4.61305228179,-74.0818466054,0.0
058A07,19,4.63148278616,-74.1443094976,0.0
504A01,19,4.70458027975,-74.042861598,4.0
224B00,19,4.66404363287,-74.0541484366,4.0
046A07,19,4.63779343538,-74.1545514078,0.0
113A08,19,4.60524517332,-74.1248624582,0.0
058A10,19,4.58464978247,-74.1275943355,4.0
003A11,19,4.56204401355,-74.1391573286,4.0
001B03,19,4.68968999997,-74.0706999996,4.0
221A08,19,4.63123642233,-74.2039101076,0.0
201A03,19,4.70244295153,-74.0808881692,4.0
132D06,19,4.65213595029,-74.1048041683,4.0
045A01,19,4.72816883179,-74.0245623867,4.0
185A01,19,4.70409311886,-74.0440183364,4.0
029A08,19,4.63509947139,-74.1625411938,0.0
189A01,19,4.70618745178,-74.0505711697,4.0
174A05,19,4.7077636187,-74.1213401687,0.0
102A13,19,4.57311378202,-74.0921233358,0.0
254A00,19,4.61102174079,-74.0794078846,0.0
664A00,19,4.6051884491,-74.0672073361,0.0
060A10,19,4.58170447494,-74.1263734325,4.0
106A09,19,4.61633113285,-74.1565555669,0.0
099A13,19,4.57547061516,-74.0940830026,0.0
095A09,19,4.60346674858,-74.1231958134,0.0
102A00,19,4.64640372362,-74.0682983193,4.0
185B08,19,4.61938086181,-74.1425526678,0.0
225B00,19,4.66047850638,-74.0565797522,4.0
104A13,19,4.57182972432,-74.0908316711,0.0
212C00,19,4.68597675967,-74.0537918067,4.0
472A09,19,4.60228978259,-74.1480395019,0.0
046A08,19,4.59744531021,-74.1143755555,0.0
171A03,19,4.68947778458,-74.0690765028,4.0
007A11,19,4.55470844835,-74.1377528351,4.0
041A00,19,4.66279845117,-74.0488121699,4.0
146A02,19,4.70804504036,-74.0601142235,4.0
224A08,18,4.63233695033,-74.2026301673,4.0
103A09,18,4.61688478296,-74.1532796684,0.0
124A05,18,4.67650528454,-74.0863841691,4.0
130A05,18,4.67068731176,-74.1071632788,4.0
162A01,18,4.68086561832,-74.0396371693,4.0
170B03,18,4.68922000007,-74.0708999997,2.0
108A08,18,4.60798761587,-74.1182131687,0.0
165A03,18,4.68897595178,-74.0658013354,4.0
366A00,18,4.65909035599,-74.0524326659,4.0
117A05,18,4.65952711753,-74.0989791686,0.0
093C02,18,4.68762452542,-74.0594388101,4.0
223B00,18,4.66646297534,-74.0525181853,4.0
056B07,18,4.64806999942,-74.1275000001,4.0
287A08,18,4.63489445036,-74.1998560013,4.0
050A01,18,4.70591628513,-74.0507921696,4.0
286A08,18,4.63478082434,-74.1998190146,4.0
092A02,18,4.7073807856,-74.0560830026,4.0
126A07,18,4.65221411702,-74.1437306682,0.0
161A01,18,4.68212461773,-74.041936003,4.0
360A11,18,4.56543478206,-74.1271213349,0.0
675A00,18,4.61641278275,-74.0686595024,4.0
241A00,18,4.60738193077,-74.0749088891,0.0
156A00,18,4.59917111545,-74.0949725017,0.0
183A01,18,4.70421978513,-74.0421663367,4.0
145A02,18,4.70686170597,-74.0560936086,4.0
108A09,18,4.61578076005,-74.1585115845,0.0
019A00,18,4.65169861747,-74.0756760021,0.0
092A00,18,4.62291580364,-74.0698698208,2.0
386A00,18,4.62425855419,-74.0660778723,4.0
237A08,18,4.6342729497,-74.2009668345,4.0
131A05,18,4.68148678437,-74.0988105023,4.0
179A01,18,4.70426978506,-74.0352951694,4.0
133A00,18,4.62420178279,-74.0799233359,0.0
236A08,18,4.63434578944,-74.2006195818,4.0
128A06,18,4.64716738462,-74.10813281,0.0
147A00,18,4.62661633794,-74.0727274766,0.0
080A11,18,4.56626678144,-74.1291688355,4.0
077A02,18,4.71100478545,-74.0709668355,4.0
182A08,18,4.6170537832,-74.1536908347,0.0
014A00,18,4.64987646449,-74.0668726571,0.0
157A05,18,4.65226490596,-74.0810723324,0.0
067A11,18,4.57212611511,-74.1293686684,4.0
171B03,18,4.6894499997,-74.0690000003,2.0
130D06,18,4.64901311707,-74.1067328355,4.0
078A11,18,4.56884578204,-74.1315211683,4.0
031A05,18,4.66648317266,-74.1112809113,4.0
068A06,18,4.64420963572,-74.1110089655,0.0
003A02,18,4.73619045304,-74.0662111696,4.0
068A11,18,4.57524578209,-74.1302073352,4.0
119A08,18,4.62522294965,-74.147477502,4.0
054A00,18,4.6495763067,-74.0651970857,0.0
236A00,18,4.62762647926,-74.0672477817,0.0
349A07,18,4.65210839581,-74.1442437025,4.0
223A08,18,4.63240284211,-74.2022444675,4.0
003A08,17,4.63529144987,-74.1541981682,4.0
244B01,17,4.71368076425,-74.02927242,4.0
007A01,17,4.73476728566,-74.0318886699,4.0
084B09,17,4.59978528283,-74.1353301681,4.0
510B09,17,4.60370344949,-74.1327046681,4.0
324A00,17,4.65084331461,-74.0719661056,0.0
047A08,17,4.60183894938,-74.1198793353,0.0
043A09,17,4.61192311349,-74.1865463879,0.0
040A00,17,4.66622327778,-74.0461368177,4.0
147A02,17,4.70889649128,-74.0633998607,4.0
116B05,17,4.65626126228,-74.1011185886,4.0
115A08,17,4.63335778345,-74.155548668,2.0
237A00,17,4.62611502501,-74.0674515179,0.0
037A12,17,4.51481140935,-74.116381483,4.0
105A09,17,4.6173086999,-74.1497529321,0.0
362A11,17,4.55947378111,-74.1241843356,0.0
001C03,17,4.68972999997,-74.0704999998,4.0
076A10,17,4.59518878231,-74.1128168353,0.0
095A08,17,4.62921615639,-74.1285706814,0.0
364A11,17,4.5581493617,-74.1232415833,0.0
173C03,17,4.6897036728,-74.0666650124,4.0
131A12,17,4.55746854159,-74.1214383541,0.0
025A09,17,4.60114494954,-74.1192176687,0.0
027A01,17,4.75077961925,-74.0435823359,4.0
045B00,17,4.66824791104,-74.0513263485,4.0
181A08,17,4.61647695007,-74.1570165016,0.0
093A00,17,4.62212698333,-74.0684717774,2.0
078A10,17,4.58980974445,-74.1091723392,0.0
163A01,17,4.67985757114,-74.0379485212,4.0
094A07,17,4.63690745027,-74.1186025022,0.0
145A05,17,4.6607694972,-74.0895279982,0.0
281A09,17,4.62887513985,-74.1948611908,0.0
136C02,17,4.68883999924,-74.0636999998,4.0
105B04,17,4.68336503729,-74.0800521881,2.0
814A00,17,4.61129851726,-74.0711150967,0.0
183A03,17,4.71099395181,-74.0734520021,4.0
091B10,17,4.58543033378,-74.1343376455,4.0
114C04,17,4.6906975594,-74.0993042775,2.0
062A04,17,4.69417311806,-74.0905548353,4.0
070B01,17,4.72554044357,-74.025047799,2.0
001A06,17,4.6381237534,-74.1177005612,0.0
086B09,17,4.60268328302,-74.1334256687,4.0
166B08,17,4.61404794921,-74.1739326682,0.0
240B01,17,4.71911494896,-74.0277917954,2.0
098A02,17,4.75223528632,-74.050043669,4.0
231A01,17,4.73802561953,-74.0229136696,4.0
136B02,17,4.68900999945,-74.0643000003,4.0
343A00,17,4.67401120946,-74.0419680824,4.0
027A05,17,4.67554256249,-74.1032047869,4.0
039A00,17,4.66973898759,-74.0444736454,4.0
030A08,17,4.63805624915,-74.159453478,0.0
175C03,17,4.68718095134,-74.0753510026,4.0
045B01,17,4.72925240582,-74.0242528653,2.0
365A11,17,4.56284844812,-74.1258856688,0.0
125A00,17,4.63163792055,-74.079552193,4.0
251B01,17,4.70371774395,-74.0288370602,2.0
096A09,17,4.60684811626,-74.1267600019,0.0
128A05,17,4.67818761777,-74.1013401687,4.0
443A05,17,4.71457711566,-74.1404621944,0.0
104A09,17,4.61912661661,-74.142803335,0.0
222B00,17,4.67132196112,-74.0493281852,4.0
118A08,17,4.62633561626,-74.1489175019,4.0
208A08,17,4.60703876333,-74.126619569,0.0
066A09,17,4.6154537828,-74.1872125009,0.0
139A05,17,4.66327845863,-74.0911979424,0.0
010A00,17,4.60542516492,-74.0947201164,0.0
124A07,17,4.64757711729,-74.1484845018,0.0
247B01,17,4.70890775624,-74.0288172182,2.0
001B09,17,4.59803528248,-74.1364798353,4.0
338A02,17,4.77044069422,-74.0436739023,4.0
077A10,17,4.59306481027,-74.1115563054,0.0
160A08,17,4.63845966337,-74.1584942517,0.0
478B05,17,4.70355703144,-74.1163466946,0.0
638A08,17,4.61609122805,-74.1592627583,0.0
067A09,17,4.62005094958,-74.1892990012,0.0
021A07,17,4.63461347324,-74.115260315,4.0
249B01,17,4.70650630735,-74.0286390603,2.0
561A08,17,4.62356688707,-74.1528911933,0.0
002A04,17,4.69042361832,-74.0926353357,4.0
209C03,16,4.68561428456,-74.0768048357,4.0
354B00,16,4.64960788749,-74.0676718769,0.0
027A08,16,4.63239455502,-74.1657020309,0.0
211B00,16,4.68733999958,-74.0602000003,2.0
154A02,16,4.71757744517,-74.0691280148,4.0
176C03,16,4.68489295108,-74.0782455023,4.0
028A08,16,4.63509001394,-74.1621702768,0.0
291A10,16,4.59599022044,-74.1719635626,0.0
115A05,16,4.65539978396,-74.1022805019,4.0
014A11,16,4.59142455914,-74.0980273073,0.0
304A09,16,4.62414736376,-74.1901554293,0.0
321A00,16,4.61234006722,-74.0890984945,0.0
280A00,16,4.65430337544,-74.0580568632,0.0
011A11,16,4.59374711564,-74.0960771685,0.0
320A00,16,4.65644070285,-74.0579531624,4.0
175A08,16,4.61636678261,-74.1724045011,0.0
216A08,16,4.62346561683,-74.1894348345,0.0
182A05,16,4.68190945153,-74.0897780024,0.0
404A11,16,4.58446571921,-74.1016459729,0.0
131B06,16,4.65155651338,-74.1047409556,2.0
061A10,16,4.58045461543,-74.126002335,4.0
017A00,16,4.65136500251,-74.0739984556,0.0
213B00,16,4.68538999943,-74.0503999998,2.0
285A09,16,4.62286761655,-74.1895946683,0.0
055A07,16,4.64829511745,-74.128213335,4.0
036A11,16,4.56432694861,-74.1255421682,0.0
190D06,16,4.64485461729,-74.1109563355,4.0
130A12,16,4.55594210367,-74.1197493094,0.0
210C03,16,4.68698728448,-74.0750495028,4.0
048A00,16,4.59621111613,-74.1019981684,0.0
185A08,16,4.61926514495,-74.1431628479,0.0
190A06,16,4.6446117833,-74.1111943348,0.0
037A11,16,4.56123561486,-74.1245095022,0.0
027B09,16,4.61385463687,-74.174074787,4.0
001B00,16,4.68852999947,-74.0641999996,2.0
028A01,16,4.75057580603,-74.0441077461,4.0
025A11,16,4.575406282,-74.1342145021,4.0
183A05,16,4.67991243022,-74.0879576817,0.0
018A00,16,4.65133911684,-74.0746658357,0.0
002D06,16,4.64188778354,-74.1139261687,4.0
264B01,16,4.71675572576,-74.0289551145,2.0
548A03,16,4.74066495251,-74.0884943358,4.0
106B07,16,4.64387999985,-74.1322,4.0
127A12,16,4.55533161467,-74.1203643356,0.0
184A03,16,4.71070411825,-74.0732636691,4.0
305A08,16,4.6243859502,-74.1902741682,0.0
437D05,16,4.66318674769,-74.0957830805,2.0
126A06,16,4.63951911712,-74.115844169,0.0
037A02,16,4.71571895253,-74.0699305027,4.0
187A01,16,4.70491295215,-74.0474105026,4.0
102C04,16,4.68001459487,-74.0842126918,4.0
057A10,16,4.58502578246,-74.127882835,4.0
188A03,16,4.70997628513,-74.0781588358,4.0
001D06,16,4.63885945063,-74.1169385016,4.0
342B07,16,4.65729674863,-74.1383157152,0.0
129A06,16,4.64597467458,-74.1098299145,0.0
003B02,16,4.73691562878,-74.0660689614,
103C04,16,4.68077645152,-74.0828001685,4.0
145A01,16,4.75637345275,-74.0452496694,4.0
172B05,16,4.70200358677,-74.1145786948,0.0
209E08,16,4.61112913062,-74.131750542,4.0
133A12,16,4.5572936148,-74.1207036682,0.0
163A02,16,4.75359711959,-74.0569308363,4.0
279A00,16,4.65202278409,-74.0594676696,0.0
167A02,16,4.75301911951,-74.0536560024,4.0
350A00,16,4.6233099502,-74.0717363362,2.0
082A11,16,4.56734361489,-74.1329408349,4.0
015C04,16,4.67808645141,-74.0855035025,4.0
129D06,16,4.64742111705,-74.1084365021,4.0
325A00,16,4.650292284,-74.0688343354,0.0
002A06,16,4.64111295003,-74.1147146686,0.0
177A08,16,4.61799311645,-74.1701735016,0.0
212B00,16,4.68585999994,-74.0531,2.0
322A00,16,4.60845860602,-74.0922893746,0.0
351A00,16,4.62935928318,-74.0725573358,0.0
101A07,16,4.63319645044,-74.1205320022,0.0
010A05,16,4.68650778434,-74.1120026687,4.0
789A00,16,4.60119028235,-74.0775918353,0.0
001C04,16,4.68224711782,-74.0809826692,4.0
038A02,16,4.71256378507,-74.0704403362,4.0
325A09,16,4.60447996203,-74.1703734247,4.0
157A09,16,4.62320861605,-74.1893076681,0.0
004A08,16,4.63488345003,-74.154300335,2.0
373A00,16,4.64882950653,-74.0591447555,4.0
027A11,15,4.57397044855,-74.1377358348,4.0
079B11,15,4.56956940925,-74.1330240493,4.0
019A07,15,4.65334561753,-74.130529002,0.0
105A07,15,4.63885647948,-74.1357710993,4.0
170C03,15,4.68918492064,-74.0710741183,4.0
164A02,15,4.75349195286,-74.0542198359,4.0
103A07,15,4.63336028365,-74.1372956683,4.0
