Linea;Ruta;Nodo;Nombre;Posicion;StrTipoServicio
[650] T38;[3139] T38_CORTA_V5;40036;145A08;28723;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;35058;353A08;29099;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;35059;282A08;29383;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;48560;646A08;29844;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;35036;084B08;29979;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;3610;084A08;30073;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;40309;281A09;30389;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;3358;277A09;30520;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;3359;275A09;30758;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;3360;288A08;31191;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;3361;287A08;31369;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;3362;237A08;31511;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;3363;224A08;31888;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;40310;221A08;32108;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;46516;643A08;32406;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;48593;651A08;32757;[0] URBANO
[650] T38;[3139] T38_CORTA_V5;48594;662A09;33130;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;47693;427A08;0;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19150;059A08;453;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19151;066A08;742;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;1689;028A08;931;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;1690;160A08;1484;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;1691;052A08;1975;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19155;003A08;2374;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19156;115A08_Abastos;2634;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19157;429A08;3050;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19158;121A08;3490;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19159;118A08;3725;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;32365;549A08;4149;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19160;123A08;4300;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;37516;584A08;4541;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;27849;104A09_AvBoyaca;5117;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;45603;099C09;5880;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;45605;098C09;6608;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;27853;Br. Tejar;7439;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;27854;Br. Alcalá;7734;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;27855;IED Benjamín Herrera;7972;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19168;025A09;8432;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19169;Río Fucha;8811;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19170;Br. San Jorge Central;9186;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19171;021A10_Sena;9529;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19172;Br. Santander;9784;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19173;Br. Santander Sur;10142;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19174;Br. Santiago Pérez;10402;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19175;Br. El Centenario ;10556;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19176;Campo deportivo el Centenario;10892;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19177;Br. Olaya;11079;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19178;104A11_Br. Olaya;11361;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19179;079A12_Br. San José Sur;11551;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19180;080A12_Universidad Antonio Nariño;11725;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19181;083A12_Br. San José Sur;12083;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19182;084A12_Br. Sociego Sur;12425;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19183;100A13;12628;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19184;102A13;12881;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19185;104A13;13074;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19186;002A13;13339;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19187;105A13;13606;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42192;006A13;13800;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42194;008A13;14250;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43709;555A13;14519;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;47692;570A13;14794;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42198;012A13;15069;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42200;014A13;15500;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43699;035A13;15522;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;47638;569A13;15835;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41101;037A13;16136;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41099;039A13;16501;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41097;041A13;16930;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41094;049A13;17369;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41093;051A13;17814;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41091;053A13;18097;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42938;064A13;18277;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41088;055A13;18607;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43994;561A13;18810;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41087;057A13;19088;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41554;511A13;19400;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42203;060A13;19605;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42205;062A13;19916;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42206;149A13;20365;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42209;146A13;20940;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42210;142A13;21315;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42212;134A13;21688;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42214;126A13;21906;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42218;123A13;22222;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;48075;573A13;22438;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43718;125A13;22608;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43716;119A13;22830;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43712;115A13;23066;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;40629;116A13;23118;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43715;118A13;23278;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43714;122A13;23423;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;43717;120A13;23601;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;48074;572A13;23802;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42219;124A13;24024;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42215;127A13;24265;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42213;135A13;24519;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42211;143A13;24880;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42208;145A13;25237;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42207;150A13;25840;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42204;061A13;26262;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42202;059A13;26620;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41086;058A13;27133;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41089;056A13;27643;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42937;063A13;27910;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41090;054A13;28077;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41092;052A13;28386;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;40348;050A13;28922;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41096;042A13;29306;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41098;040A13;29716;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41100;038A13;30131;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;41102;017A13;30479;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42201;015A13;30770;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42199;013A13;31159;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42197;011A13;31506;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;47927;571A13;31790;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42195;009A13;32032;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;42193;007A13;32478;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19098;106A13;32817;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19099;001A13;33102;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19100;103A13;33278;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46718;101B13;33551;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46885;099B13;33752;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46504;085B12_Br. Ciudad Jardín Sur;33973;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46883;082B12;34372;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46882;081B12;34630;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46507;078B12_Estación Restrepo;34819;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46508;111B11_Br. Restrepo;35048;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46879;110B11;35297;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46631;109B11;35494;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46632;108B11;35773;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46636;101B11;36019;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19112;078A10_Br. Santander;36130;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19113;Br. Santander ;36575;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19114;076A10_SENA - NQS;36841;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19115;Br. Remanso Sur;37157;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19116;Br. La Guaca;37658;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46734;047A08;37925;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46875;206B08;38354;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46895;113B08;38598;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;46493;208B08_Br. San Eusebio;38896;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;48048;209D08;39701;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;48047;159D08;40370;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19124;117A08;41233;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;36622;585A08;41449;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19125;122A08;41721;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19126;119A08;42060;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19127;120A08;42374;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19128;430A08;42950;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;34189;555A08;43646;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19129;004A08;43821;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;29323;046A07;44235;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;45061;636A08;44937;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;29324;030A08;45144;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;47486;210A08;45395;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;29326;029A08;45617;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;40288;611A08;45937;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;19134;058A08;46180;[0] URBANO
[779] T30A;[3142] T30A_Normal_V2;47693;427A08;46443;[0] URBANO
[799] C33A;[3118] C33A_Normal;38032;603A08_TIERRA_BUENA;0;[0] URBANO
[799] C33A;[3118] C33A_Normal;47430;303A08_MC;255;[0] URBANO
[799] C33A;[3118] C33A_Normal;37719;529A08;430;[0] URBANO
[799] C33A;[3118] C33A_Normal;37722;453A08;881;[0] URBANO
[799] C33A;[3118] C33A_Normal;38047;452A08;1200;[0] URBANO
[799] C33A;[3118] C33A_Normal;30260;435A08;1466;[0] URBANO
[799] C33A;[3118] C33A_Normal;30261;061A08_CALANDAIMA;1655;[0] URBANO
[799] C33A;[3118] C33A_Normal;19150;059A08;2137;[0] URBANO
[799] C33A;[3118] C33A_Normal;19151;066A08;2426;[0] URBANO
[799] C33A;[3118] C33A_Normal;1689;028A08;2615;[0] URBANO
[799] C33A;[3118] C33A_Normal;1690;160A08;3168;[0] URBANO
[799] C33A;[3118] C33A_Normal;48532;052B08..;3604;[0] URBANO
[799] C33A;[3118] C33A_Normal;19155;003A08;4058;[0] URBANO
[799] C33A;[3118] C33A_Normal;19156;115A08_Abastos;4318;[0] URBANO
[799] C33A;[3118] C33A_Normal;699;064A08_Abastos;4742;[0] URBANO
[799] C33A;[3118] C33A_Normal;48533;486A08;5431;[0] URBANO
[799] C33A;[3118] C33A_Normal;48534;488A08;5634;[0] URBANO
[799] C33A;[3118] C33A_Normal;39764;490A08;6095;[0] URBANO
[799] C33A;[3118] C33A_Normal;39765;520A08;6283;[0] URBANO
[799] C33A;[3118] C33A_Normal;48535;493A08;6525;[0] URBANO
[799] C33A;[3118] C33A_Normal;39766;494A08;6721;[0] URBANO
[799] C33A;[3118] C33A_Normal;48536;142A08;7048;[0] URBANO
[799] C33A;[3118] C33A_Normal;39767;141A08;7429;[0] URBANO
[799] C33A;[3118] C33A_Normal;38857;263A08_MUNDOAVENTURA;7911;[0] URBANO
[799] C33A;[3118] C33A_Normal;38897;606A08_MUNDOAVENTURA;8214;[0] URBANO
[799] C33A;[3118] C33A_Normal;39110;607A08;8548;[0] URBANO
[799] C33A;[3118] C33A_Normal;39111;499A08;8852;[0] URBANO
[799] C33A;[3118] C33A_Normal;39112;262A08;9152;[0] URBANO
[799] C33A;[3118] C33A_Normal;39113;608A08;9555;[0] URBANO
[799] C33A;[3118] C33A_Normal;703;095A08;10232;[0] URBANO
[799] C33A;[3118] C33A_Normal;41338;Br. Salazar Gómez;11521;[0] URBANO
[799] C33A;[3118] C33A_Normal;40661;101D07;11722;[0] URBANO
[799] C33A;[3118] C33A_Normal;40664;094D07;12139;[0] URBANO
[799] C33A;[3118] C33A_Normal;3590;021A07;12813;[0] URBANO
[799] C33A;[3118] C33A_Normal;48953;022B07;13057;[0] URBANO
[799] C33A;[3118] C33A_Normal;48954;023B07;13482;[0] URBANO
[799] C33A;[3118] C33A_Normal;1699;086A06;15145;[0] URBANO
[799] C33A;[3118] C33A_Normal;1700;006A06;15728;[0] URBANO
[799] C33A;[3118] C33A_Normal;1701;004A06;16136;[0] URBANO
[799] C33A;[3118] C33A_Normal;1702;003A06;16340;[0] URBANO
[799] C33A;[3118] C33A_Normal;1703;006A05;17171;[0] URBANO
[799] C33A;[3118] C33A_Normal;29285;132A05;17603;[0] URBANO
[799] C33A;[3118] C33A_Normal;1705;134A05;17811;[0] URBANO
[799] C33A;[3118] C33A_Normal;1706;003A05;18274;[0] URBANO
[799] C33A;[3118] C33A_Normal;38684;002A05;18532;[0] URBANO
[799] C33A;[3118] C33A_Normal;1707;197A05;18660;[0] URBANO
[799] C33A;[3118] C33A_Normal;1708;157A05_PQ_Novios;19098;[0] URBANO
[799] C33A;[3118] C33A_Normal;1709;018A00;19808;[0] URBANO
[799] C33A;[3118] C33A_Normal;1710;324A00;20143;[0] URBANO
[799] C33A;[3118] C33A_Normal;27889;340A00_Br. Muequetá;20592;[0] URBANO
[799] C33A;[3118] C33A_Normal;27890;338A00;20864;[0] URBANO
[799] C33A;[3118] C33A_Normal;27891;021A00;21184;[0] URBANO
[799] C33A;[3118] C33A_Normal;27892;117A00_7_Agosto;21411;[0] URBANO
[799] C33A;[3118] C33A_Normal;45040;399B00;21837;[0] URBANO
[799] C33A;[3118] C33A_Normal;39114;050A00;22116;[0] URBANO
[799] C33A;[3118] C33A_Normal;39115;317A00;22456;[0] URBANO
[799] C33A;[3118] C33A_Normal;43025;706A00;23336;[0] URBANO
[799] C33A;[3118] C33A_Normal;41982;707A00;23543;[0] URBANO
[799] C33A;[3118] C33A_Normal;39116;754A00;23981;[0] URBANO
[799] C33A;[3118] C33A_Normal;39117;755A00;24303;[0] URBANO
[799] C33A;[3118] C33A_Normal;48538;081A00;24831;[0] URBANO
[799] C33A;[3118] C33A_Normal;48539;282A00;25173;[0] URBANO
[799] C33A;[3118] C33A_Normal;28611;045A00;25559;[0] URBANO
[799] C33A;[3118] C33A_Normal;44484;223B00;25686;[0] URBANO
[799] C33A;[3118] C33A_Normal;44483;224B00;26009;[0] URBANO
[799] C33A;[3118] C33A_Normal;44482;225B00;26487;[0] URBANO
[799] C33A;[3118] C33A_Normal;44481;226B00;26823;[0] URBANO
[799] C33A;[3118] C33A_Normal;34905;314A00;26962;[0] URBANO
[799] C33A;[3118] C33A_Normal;34906;398A00;27191;[0] URBANO
[799] C33A;[3118] C33A_Normal;48540;313A00;27458;[0] URBANO
[799] C33A;[3118] C33A_Normal;39145;002A00;27897;[0] URBANO
[799] C33A;[3118] C33A_Normal;39146;051A00;28238;[0] URBANO
[799] C33A;[3118] C33A_Normal;39147;583A00;28796;[0] URBANO
[799] C33A;[3118] C33A_Normal;39148;335A00;29125;[0] URBANO
[799] C33A;[3118] C33A_Normal;39149;393A00;29371;[0] URBANO
[799] C33A;[3118] C33A_Normal;39150;336A00;29648;[0] URBANO
[799] C33A;[3118] C33A_Normal;39152;020A00;29806;[0] URBANO
[799] C33A;[3118] C33A_Normal;27957;337A00;30319;[0] URBANO
[799] C33A;[3118] C33A_Normal;27958;339A00;30570;[0] URBANO
[799] C33A;[3118] C33A_Normal;1722;017A00;30850;[0] URBANO
[799] C33A;[3118] C33A_Normal;1723;019A00;31042;[0] URBANO
[799] C33A;[3118] C33A_Normal;1724;156A05_PQ_Novios;31696;[0] URBANO
[799] C33A;[3118] C33A_Normal;1725;001A05;32259;[0] URBANO
[799] C33A;[3118] C33A_Normal;1726;196A05;32604;[0] URBANO
[799] C33A;[3118] C33A_Normal;1727;004A05;33041;[0] URBANO
[799] C33A;[3118] C33A_Normal;29316;133A05;33387;[0] URBANO
[799] C33A;[3118] C33A_Normal;29317;005A05;33656;[0] URBANO
[799] C33A;[3118] C33A_Normal;29318;066A06;34411;[0] URBANO
[799] C33A;[3118] C33A_Normal;29319;138A06;34839;[0] URBANO
[799] C33A;[3118] C33A_Normal;29320;005A06;35146;[0] URBANO
[799] C33A;[3118] C33A_Normal;29321;137A06;35660;[0] URBANO
[799] C33A;[3118] C33A_Normal;48823;025B06_Puente Aranda;36401;[0] URBANO
[799] C33A;[3118] C33A_Normal;39879;310A07;37272;[0] URBANO
[799] C33A;[3118] C33A_Normal;39880;266A07;37578;[0] URBANO
[799] C33A;[3118] C33A_Normal;39881;313A07;37932;[0] URBANO
[799] C33A;[3118] C33A_Normal;48541;319A07;38662;[0] URBANO
[799] C33A;[3118] C33A_Normal;40739;097D07;39386;[0] URBANO
[799] C33A;[3118] C33A_Normal;40741;098D07;39891;[0] URBANO
[799] C33A;[3118] C33A_Normal;40744;001D08;40283;[0] URBANO
[799] C33A;[3118] C33A_Normal;39109;605A08;41614;[0] URBANO
[799] C33A;[3118] C33A_Normal;39815;136A08;42039;[0] URBANO
[799] C33A;[3118] C33A_Normal;19124;117A08;42900;[0] URBANO
[799] C33A;[3118] C33A_Normal;36622;585A08;43116;[0] URBANO
[799] C33A;[3118] C33A_Normal;19125;122A08;43388;[0] URBANO
[799] C33A;[3118] C33A_Normal;19126;119A08;43727;[0] URBANO
[799] C33A;[3118] C33A_Normal;19127;120A08;44041;[0] URBANO
[799] C33A;[3118] C33A_Normal;19128;430A08;44617;[0] URBANO
[799] C33A;[3118] C33A_Normal;34189;555A08;45313;[0] URBANO
[799] C33A;[3118] C33A_Normal;29323;046A07;45902;[0] URBANO
[799] C33A;[3118] C33A_Normal;45061;636A08;46604;[0] URBANO
[799] C33A;[3118] C33A_Normal;29324;030A08;46811;[0] URBANO
[799] C33A;[3118] C33A_Normal;47486;210A08;47062;[0] URBANO
[799] C33A;[3118] C33A_Normal;29326;029A08;47284;[0] URBANO
[799] C33A;[3118] C33A_Normal;40288;611A08;47604;[0] URBANO
[799] C33A;[3118] C33A_Normal;19134;058A08;47847;[0] URBANO
[799] C33A;[3118] C33A_Normal;30262;063A08_CALANDAIMA;48192;[0] URBANO
[799] C33A;[3118] C33A_Normal;36364;060A08;48459;[0] URBANO
[799] C33A;[3118] C33A_Normal;37723;456A08;48682;[0] URBANO
[799] C33A;[3118] C33A_Normal;37721;454A08;48986;[0] URBANO
[799] C33A;[3118] C33A_Normal;37720;422A08;49380;[0] URBANO
[799] C33A;[3118] C33A_Normal;47429;421A08_MC;49625;[0] URBANO
[799] C33A;[3118] C33A_Normal;38032;603A08_TIERRA_BUENA;49985;[0] URBANO
[822] T54;[4162] T54_V3;38032;603A08_TIERRA_BUENA;0;[0] URBANO
[822] T54;[4162] T54_V3;47430;303A08_MC;255;[0] URBANO
[822] T54;[4162] T54_V3;37719;529A08;430;[0] URBANO
[822] T54;[4162] T54_V3;37722;453A08;881;[0] URBANO
[822] T54;[4162] T54_V3;49066;455A08;1189;[0] URBANO
[822] T54;[4162] T54_V3;36276;459A08;1712;[0] URBANO
[822] T54;[4162] T54_V3;36277;449A08;1969;[0] URBANO
[822] T54;[4162] T54_V3;49574;656A08;2196;[0] URBANO
[822] T54;[4162] T54_V3;29324;030A08;2394;[0] URBANO
[822] T54;[4162] T54_V3;49575;657A08;2569;[0] URBANO
[822] T54;[4162] T54_V3;49027;654A08;2879;[0] URBANO
[822] T54;[4162] T54_V3;38048;304A08;3177;[0] URBANO
[822] T54;[4162] T54_V3;37723;456A08;3477;[0] URBANO
[822] T54;[4162] T54_V3;37721;454A08;3781;[0] URBANO
[822] T54;[4162] T54_V3;37720;422A08;4175;[0] URBANO
[822] T54;[4162] T54_V3;47429;421A08_MC;4420;[0] URBANO
[822] T54;[4162] T54_V3;38032;603A08_TIERRA_BUENA;4780;[0] URBANO
[923] TC22_M;[3823] TC22_V1;35009;291A08_EL CORZO;0;[0] URBANO
[923] TC22_M;[3823] TC22_V1;35008;576A08;158;[0] URBANO
[923] TC22_M;[3823] TC22_V1;35007;577A08;368;[0] URBANO
[923] TC22_M;[3823] TC22_V1;35005;574A08;650;[0] URBANO
[923] TC22_M;[3823] TC22_V1;49958;665A08;912;[0] URBANO
[923] TC22_M;[3823] TC22_V1;49960;667A08;1155;[0] URBANO
[923] TC22_M;[3823] TC22_V1;35011;088A08;1590;[0] URBANO
[923] TC22_M;[3823] TC22_V1;40039;086A08;1811;[0] URBANO
[923] TC22_M;[3823] TC22_V1;27828;362A08;2219;[0] URBANO
[923] TC22_M;[3823] TC22_V1;44414;525B08;2630;[0] URBANO
[923] TC22_M;[3823] TC22_V1;27830;053A08;3119;[0] URBANO
[923] TC22_M;[3823] TC22_V1;27831;215A08;3414;[0] URBANO
[923] TC22_M;[3823] TC22_V1;49956;662A08;3732;[0] URBANO
[923] TC22_M;[3823] TC22_V1;49955;663A08;4396;[0] URBANO
[923] TC22_M;[3823] TC22_V1;755;021A08;4724;[0] URBANO
[923] TC22_M;[3823] TC22_V1;756;535A08;4949;[0] URBANO
[923] TC22_M;[3823] TC22_V1;757;541A08;5289;[0] URBANO
[923] TC22_M;[3823] TC22_V1;34817;543A08;5737;[0] URBANO
[923] TC22_M;[3823] TC22_V1;39182;544A08;6008;[0] URBANO
[923] TC22_M;[3823] TC22_V1;28020;363A08;6272;[0] URBANO
[923] TC22_M;[3823] TC22_V1;40040;085A08;6745;[0] URBANO
[923] TC22_M;[3823] TC22_V1;40038;087A08;7079;[0] URBANO
[923] TC22_M;[3823] TC22_V1;49959;666A08;7321;[0] URBANO
[923] TC22_M;[3823] TC22_V1;49957;664A08;7569;[0] URBANO
[923] TC22_M;[3823] TC22_V1;35004;573A08;7959;[0] URBANO
[923] TC22_M;[3823] TC22_V1;35006;575A08;8249;[0] URBANO
[923] TC22_M;[3823] TC22_V1;35009;291A08_EL CORZO;8450;[0] URBANO
[956] 738_MC;[4009] 738_V1;29374;378A08_Br. La Riviera;0;[0] URBANO
[956] 738_MC;[4009] 738_V1;19142;375A08;115;[0] URBANO
[956] 738_MC;[4009] 738_V1;19143;369A08;340;[0] URBANO
[956] 738_MC;[4009] 738_V1;19144;372A08;602;[0] URBANO
[956] 738_MC;[4009] 738_V1;19145;399A08;1037;[0] URBANO
[956] 738_MC;[4009] 738_V1;19136;392A08;1268;[0] URBANO
[956] 738_MC;[4009] 738_V1;19147;528A08;1450;[0] URBANO
[956] 738_MC;[4009] 738_V1;19148;409A08;1712;[0] URBANO
[956] 738_MC;[4009] 738_V1;19149;068A08;2091;[0] URBANO
[956] 738_MC;[4009] 738_V1;19150;059A08;2520;[0] URBANO
[956] 738_MC;[4009] 738_V1;19151;066A08;2809;[0] URBANO
[956] 738_MC;[4009] 738_V1;1689;028A08;2998;[0] URBANO
[956] 738_MC;[4009] 738_V1;1690;160A08;3551;[0] URBANO
[956] 738_MC;[4009] 738_V1;1691;052A08;4042;[0] URBANO
[956] 738_MC;[4009] 738_V1;19155;003A08;4441;[0] URBANO
[956] 738_MC;[4009] 738_V1;19156;115A08_Abastos;4701;[0] URBANO
[956] 738_MC;[4009] 738_V1;19157;429A08;5117;[0] URBANO
[956] 738_MC;[4009] 738_V1;19158;121A08;5557;[0] URBANO
[956] 738_MC;[4009] 738_V1;19159;118A08;5792;[0] URBANO
[956] 738_MC;[4009] 738_V1;19160;123A08;6367;[0] URBANO
[956] 738_MC;[4009] 738_V1;37516;584A08;6608;[0] URBANO
[956] 738_MC;[4009] 738_V1;27849;104A09_AvBoyaca;7184;[0] URBANO
[956] 738_MC;[4009] 738_V1;45603;099C09;7947;[0] URBANO
[956] 738_MC;[4009] 738_V1;45605;098C09;8675;[0] URBANO
[956] 738_MC;[4009] 738_V1;27853;Br. Tejar;9506;[0] URBANO
[956] 738_MC;[4009] 738_V1;27854;Br. Alcalá;9801;[0] URBANO
[956] 738_MC;[4009] 738_V1;27855;IED Benjamín Herrera;10039;[0] URBANO
[956] 738_MC;[4009] 738_V1;19168;025A09;10499;[0] URBANO
[956] 738_MC;[4009] 738_V1;19169;Río Fucha;10878;[0] URBANO
[956] 738_MC;[4009] 738_V1;19170;Br. San Jorge Central;11253;[0] URBANO
