Linea;Ruta;Nodo;Nombre;Posicion;StrTipoServicio
[659] T25;[3675] T25_HABITUAL_18.02.19;43126;174A11_CE;73016;[0] URBANO
[659] T25;[3675] T25_HABITUAL_18.02.19;43127;159A11_CE;73219;[0] URBANO
[659] T25;[3675] T25_HABITUAL_18.02.19;43128;160A11_CE;73388;[0] URBANO
[659] T25;[3675] T25_HABITUAL_18.02.19;42922;163A11_CE;73643;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42922;163A11_CE;0;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;49292;162A11_CE;301;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;49294;164A11_CE;561;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;49295;166A11_CE;779;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;49296;165A11_CE;1059;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;49293;157A11_CE;1349;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43066;161A11_CE;1653;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43067;155A11_CE;1869;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43068;158A11_CE;2123;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43069;177A11_CE;2484;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43070;178A11_CE;2832;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43071;202A11_CE;3151;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43072;206A11_CE;3389;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43073;213A11_CE;3764;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43074;214A11_CE;4029;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43075;215A11_CE;4207;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43076;220A11_CE;4664;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43077;480A11_CE;5076;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;45631;222A11;5392;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;45632;343A11;5621;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;45633;463A11;5914;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43080;083A11_CE;6488;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;49143;593A11_CE;7260;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43081;467A11_CE;7446;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;28876;Estación Biblioteca;7986;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;28877;Hsp. El Tunal ;8339;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42917;572A11_Br. Tunal Oriental ;8666;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30468;075A11_CE;9043;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30469;060A11_IED Rafael Uribe;9241;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43082;024A11_CE;9706;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43083;023A11_CE;9991;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43084;022A11_CE;10225;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43085;021A11_CE;10564;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43086;020A11_CE;10825;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43087;398A11_CE;11312;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43088;401A11_CE;11553;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43089;400A11_CE;11886;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43090;047A12_CE;12280;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43091;045A12_CE;12688;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43092;043A12_CE;12968;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43093;064A12_CE;13221;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43094;020A13_CE;13761;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43095;528A13_CE;14307;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43096;529A13_CE;14693;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42328;524A13 AK10-CL8-SUR;15016;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42329;525A13 AK10-CL3-SUR;15276;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42330;526A13 KR10-CL1;15666;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42331;527A13 AK10-CL2;16042;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42332;676A00 AK10-CL4;16327;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42333;784A00 AK10-CL7;16675;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42334;785A00 AK10-CL9;16964;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42335;786A00 AK10-CL12;17304;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42336;787A00 AK10-CL15;17643;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42337;809A00 AK10-CL18;17962;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42338;761A00 AK10-CL22;18253;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42339;814A00 AK10-CL24;18602;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42340;674A00 AK10-AC26;18814;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41950;675A00;19217;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41951;777A00;19583;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;40131;778A00;19996;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41953;386A00;20180;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41954;384A00;20545;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41955;383A00_ce;20878;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41957;381A00;21182;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41956;380A00;21434;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42341;377A00 AK7-CL52;21830;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;31895;387A00;22196;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;31896;374A00;22392;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41958;825A00_;22655;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;40003;373A00.;23040;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41961;826A00;23376;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41960;827A00;23586;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;28533;049A00;23892;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;28534;368A00;24127;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32171;366A00;24381;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;28535;041A00;24955;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32665;040A00;25473;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32666;039A00;25858;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32667;343A00;26428;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1508;163A01-Escuela de Caballería;27233;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1509;113A01;27654;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1510;166A01_;27989;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1511;049A01;28327;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1512;048A01-sta barbara;28727;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1513;169A01;28941;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1514;171A01;29164;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1515;172A01;29509;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1516;175A01;29839;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1517;252A01;30096;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1518;250A01;30371;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1519;248A01;30772;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1520;246A01;30982;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1521;047A01;31233;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1522;243A01;31489;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1523;241A01;31969;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1524;239A01;32250;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42319;237A01;32584;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1525;660A01;32818;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1526;236A01;33070;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1527;234A01;33444;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1528;046A01;33738;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1529;232B01_;34104;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1530;230A01;34518;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1531;043A01;34867;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1532;228A01_;35266;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1533;321A01;35751;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1534;316A01;36017;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1535;061A01;36289;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1536;063A01 USAQUEN;36532;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1537;065A01;36920;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1538;067A01;37250;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1539;069A01;37597;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1540;468A01;37909;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;48460;343A01-CE;38028;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;38357;617A01;38318;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32727;567A01;38665;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1435;066A01;39031;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1436;064A01;39345;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1437;062A01-Tibabita;39846;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1438;060A01;40097;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1439;190A01;40354;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1440;320A01;40589;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1441;227A01_;41105;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1442;044A01;41573;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1443;229A01;41779;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;31909;231A01;42115;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30240;233A01_;42611;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30241;235A01;42870;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1445;045A01.;43359;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1446;070A01;43734;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1447;238A01;43963;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1448;240A01;44478;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1449;264A01_CE;44887;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1450;244A01;45127;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1451;245A01.;45276;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1452;247A01;45654;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1453;249A01;45931;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1454;251A01-Hotel Bta;46227;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1455;174A01;46583;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1456;173A01;46896;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1457;123A01;47131;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1458;170A01- A.Medica;47358;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1459;168A01;47712;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1460;167A01.;47934;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1461;157A01-Sta Ana_;48352;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;1462;165A01;48611;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;47781;164B01;48874;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32659;217A00;49399;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32660;344A00;49747;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32661;342A00;49947;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32662;348A00;50422;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;32663;363A00;50904;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;28556;364A00;51299;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;28557;365A00;51825;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;28558;367A00;52252;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41934;818A00;52610;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41935;371A00;52918;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41936;372A00;53243;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41937;375A00_CE_;53725;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41938;819A00;53990;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41939;376A00;54255;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41940;378A00;54555;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41941;820A00;54898;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41942;821A00;55139;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41943;822A00;55512;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41944;385A00;55783;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;41945;823A00;56085;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42342;824A00 AK7-CL33;56545;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42343;828A00 AK7-CL32;56797;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;51024;239C00_CE;57123;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;44824;240B00_CE;57341;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42346;810A00 AK10-CL23;57869;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42347;811A00 AK10-CL19;58231;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42348;812A00 AK10-CL17;58459;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42349;788A00 AK10-CL15;58706;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42350;789A00 AK10-CL12;59064;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42351;790A00 AK10-CL9;59395;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42352;068A00 AK10-CL7;59669;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42353;813A00 AK10-CL2;60282;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42354;444A12 AK10-CL1;60691;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42355;445A12 AK10-CL4-SUR;61108;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42356;446A12 AK10-CL10-SUR;61414;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43099;449A12_CE;61676;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43100;450A12_CE;62084;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43101;451A12_Br. Ciudad Jardín Sur;62431;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43102;359A12_CE;62694;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43103;321A12_CE;63140;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43104;044A12_CE;63340;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43105;046A12_CE;63584;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43106;048A12_CE;64009;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43107;055A11_CE;64401;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43108;056A11_CE;64600;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43109;058A11_CE;64856;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;655;016A10_Br. Libertador;65410;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43111;052A10_CE;65745;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43112;017A10_CE;65948;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43113;018A10_CE;66236;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43114;019A10_CE;66555;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30415;020A10_Br. Santa Lucía;66968;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30416;419A11_IED Rafael Uribe Uribe Sede A;67150;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30417;374A11_IED Rafael Uribe Uribe;67354;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30211;069A11_CAI Tunal ;67672;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30210;INEM Santiago Pérez;67922;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30209;Hsp. El Tunal ;68276;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30208;076A11_Estación Biblioteca ;68541;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;30421;079A11_Estación Parque;68940;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;49144;592A11_CE;69139;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;45652;084A11;70071;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;45634;323A11;70675;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;45635;344A11;70911;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;45630;221A11;71196;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43117;479A11_CE;71527;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43118;219A11_CE;71866;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43119;216A11_CE;72365;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43120;217A11_CE;72560;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43121;212A11_CE;72811;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43122;207A11_CE;73170;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43123;203A11_CE;73373;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43124;179A11_CE;73802;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43125;175A11_CE;74085;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43126;174A11_CE;74481;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43127;159A11_CE;74684;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;43128;160A11_CE;74853;[0] URBANO
[659] T25;[3676] T25_HAB AM_18.02.19;42922;163A11_CE;75108;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42922;163A11_CE;0;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43066;161A11_CE;180;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43067;155A11_CE;396;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43068;158A11_CE;650;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43069;177A11_CE;1011;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43070;178A11_CE;1359;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43071;202A11_CE;1678;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43072;206A11_CE;1916;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43073;213A11_CE;2291;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43074;214A11_CE;2556;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43075;215A11_CE;2734;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43076;220A11_CE;3191;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43077;480A11_CE;3603;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;45631;222A11;3919;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;45632;343A11;4148;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;45633;463A11;4441;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43080;083A11_CE;5015;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;49143;593A11_CE;5787;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43081;467A11_CE;5973;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;28876;Estación Biblioteca;6513;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;28877;Hsp. El Tunal ;6866;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42917;572A11_Br. Tunal Oriental ;7193;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;30468;075A11_CE;7570;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;30469;060A11_IED Rafael Uribe;7768;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43082;024A11_CE;8233;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43083;023A11_CE;8518;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43084;022A11_CE;8752;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43085;021A11_CE;9091;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43086;020A11_CE;9352;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43087;398A11_CE;9839;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43088;401A11_CE;10080;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43089;400A11_CE;10413;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43090;047A12_CE;10807;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43091;045A12_CE;11215;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43092;043A12_CE;11495;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43093;064A12_CE;11748;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43094;020A13_CE;12280;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43095;528A13_CE;12826;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;43096;529A13_CE;13212;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42328;524A13 AK10-CL8-SUR;13535;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42329;525A13 AK10-CL3-SUR;13795;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42330;526A13 KR10-CL1;14186;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42331;527A13 AK10-CL2;14563;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42332;676A00 AK10-CL4;14862;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42333;784A00 AK10-CL7;15210;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42334;785A00 AK10-CL9;15499;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42335;786A00 AK10-CL12;15839;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42336;787A00 AK10-CL15;16178;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42337;809A00 AK10-CL18;16497;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42338;761A00 AK10-CL22;16788;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42339;814A00 AK10-CL24;17137;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42340;674A00 AK10-AC26;17349;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41950;675A00;17752;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41951;777A00;18118;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;40131;778A00;18531;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41953;386A00;18715;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41954;384A00;19080;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41955;383A00_ce;19413;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41957;381A00;19717;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41956;380A00;19969;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;42341;377A00 AK7-CL52;20365;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;31895;387A00;20731;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;31896;374A00;20927;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41958;825A00_;21190;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;40003;373A00.;21575;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41961;826A00;21911;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;41960;827A00;22121;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;28533;049A00;22427;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;28534;368A00;22662;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;32171;366A00;22916;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;28535;041A00;23490;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;32665;040A00;24008;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;32666;039A00;24393;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;32667;343A00;24963;[0] URBANO
[659] T25;[3677] T25_HAB PM_18.02.19;1508;163A01-Escuela de Caballería;25768;[0] URBANO
